"","...1","t_year","year","Date","Location","Sublocation","Block","Treatment","Treatment_ID","Subplot","Microtopography","Total","Notat","Sph_sp","cover","Proportion","cover_no0","cover_int","cover_no1"
"3610",3610,2,2022,2022-09-14,"BSM",1,2,"S","S1",1,"2",5,NA,"Sph cap",3,0.6,3,3,3
"3611",3611,2,2022,2022-09-14,"BSM",1,2,"S","S1",1,"2",5,NA,"Sph ten",0,0,0.01,0,0
"3612",3612,2,2022,2022-09-14,"BSM",1,2,"S","S1",1,"2",5,NA,"Sph pap",0,0,0.01,0,0
"3613",3613,2,2022,2022-09-14,"BSM",1,2,"S","S1",1,"2",5,NA,"Sph div",0,0,0.01,0,0
"3614",3614,2,2022,2022-09-14,"BSM",1,2,"S","S1",1,"2",5,NA,"Sph rus",0,0,0.01,0,0
"3615",3615,2,2022,2022-09-14,"BSM",1,2,"S","S1",1,"2",5,NA,"Sph com",0,0,0.01,0,0
"3616",3616,2,2022,2022-09-14,"BSM",1,2,"S","S1",1,"2",5,NA,"Sph maj",0,0,0.01,0,0
"3617",3617,2,2022,2022-09-14,"BSM",1,2,"S","S1",1,"2",5,NA,"Sph bal",0,0,0.01,0,0
"3618",3618,2,2022,2022-09-14,"BSM",1,2,"S","S1",1,"2",5,NA,"Sph rip",0,0,0.01,0,0
"3619",3619,2,2022,2022-09-14,"BSM",1,2,"S","S1",1,"2",5,NA,"Sph cf",0,0,0.01,0,0
"3620",3620,2,2022,2022-09-14,"BSM",1,2,"S","S1",2,"3",20,NA,"Sph ang",6,0.3,6,6,6
"3621",3621,2,2022,2022-09-14,"BSM",1,2,"S","S1",2,"3",20,NA,"Sph cap",10,0.5,10,10,10
"3622",3622,2,2022,2022-09-14,"BSM",1,2,"S","S1",2,"3",20,NA,"Sph ten",2,0.1,2,2,2
"3623",3623,2,2022,2022-09-14,"BSM",1,2,"S","S1",2,"3",20,NA,"Sph pap",2,0.1,2,2,2
"3624",3624,2,2022,2022-09-14,"BSM",1,2,"S","S1",2,"3",20,NA,"Sph div",0,0,0.01,0,0
"3625",3625,2,2022,2022-09-14,"BSM",1,2,"S","S1",2,"3",20,NA,"Sph rus",0,0,0.01,0,0
"3626",3626,2,2022,2022-09-14,"BSM",1,2,"S","S1",2,"3",20,NA,"Sph com",0,0,0.01,0,0
"3627",3627,2,2022,2022-09-14,"BSM",1,2,"S","S1",2,"3",20,NA,"Sph maj",0,0,0.01,0,0
"3628",3628,2,2022,2022-09-14,"BSM",1,2,"S","S1",2,"3",20,NA,"Sph bal",0,0,0.01,0,0
"3629",3629,2,2022,2022-09-14,"BSM",1,2,"S","S1",2,"3",20,NA,"Sph rip",0,0,0.01,0,0
"3630",3630,2,2022,2022-09-14,"BSM",1,2,"S","S1",2,"3",20,NA,"Sph cf",0,0,0.01,0,0
"3631",3631,2,2022,2022-09-14,"BSM",1,2,"S","S1",3,"3",21,NA,"Sph ang",7,0.333333333333333,7,7,7
"3632",3632,2,2022,2022-09-14,"BSM",1,2,"S","S1",3,"3",21,NA,"Sph cap",6,0.285714285714286,6,6,6
"3633",3633,2,2022,2022-09-14,"BSM",1,2,"S","S1",3,"3",21,NA,"Sph ten",3,0.142857142857143,3,3,3
"3634",3634,2,2022,2022-09-14,"BSM",1,2,"S","S1",3,"3",21,NA,"Sph pap",5,0.238095238095238,5,5,5
"3635",3635,2,2022,2022-09-14,"BSM",1,2,"S","S1",3,"3",21,NA,"Sph div",0,0,0.01,0,0
"3636",3636,2,2022,2022-09-14,"BSM",1,2,"S","S1",3,"3",21,NA,"Sph rus",0,0,0.01,0,0
"3637",3637,2,2022,2022-09-14,"BSM",1,2,"S","S1",3,"3",21,NA,"Sph com",0,0,0.01,0,0
"3638",3638,2,2022,2022-09-14,"BSM",1,2,"S","S1",3,"3",21,NA,"Sph maj",0,0,0.01,0,0
"3639",3639,2,2022,2022-09-14,"BSM",1,2,"S","S1",3,"3",21,NA,"Sph bal",0,0,0.01,0,0
"3640",3640,2,2022,2022-09-14,"BSM",1,2,"S","S1",3,"3",21,NA,"Sph rip",0,0,0.01,0,0
"3641",3641,2,2022,2022-09-14,"BSM",1,2,"S","S1",3,"3",21,NA,"Sph cf",0,0,0.01,0,0
"3642",3642,2,2022,2022-09-14,"BSM",1,2,"S","S1",4,"2",16,NA,"Sph ang",7,0.4375,7,7,7
"3643",3643,2,2022,2022-09-14,"BSM",1,2,"S","S1",4,"2",16,NA,"Sph cap",2,0.125,2,2,2
"3644",3644,2,2022,2022-09-14,"BSM",1,2,"S","S1",4,"2",16,NA,"Sph ten",2,0.125,2,2,2
"3645",3645,2,2022,2022-09-14,"BSM",1,2,"S","S1",4,"2",16,NA,"Sph pap",5,0.3125,5,5,5
"3646",3646,2,2022,2022-09-14,"BSM",1,2,"S","S1",4,"2",16,NA,"Sph div",0,0,0.01,0,0
"3647",3647,2,2022,2022-09-14,"BSM",1,2,"S","S1",4,"2",16,NA,"Sph rus",0,0,0.01,0,0
"3648",3648,2,2022,2022-09-14,"BSM",1,2,"S","S1",4,"2",16,NA,"Sph com",0,0,0.01,0,0
"3649",3649,2,2022,2022-09-14,"BSM",1,2,"S","S1",4,"2",16,NA,"Sph maj",0,0,0.01,0,0
"3650",3650,2,2022,2022-09-14,"BSM",1,2,"S","S1",4,"2",16,NA,"Sph bal",0,0,0.01,0,0
"3651",3651,2,2022,2022-09-14,"BSM",1,2,"S","S1",4,"2",16,NA,"Sph rip",0,0,0.01,0,0
"3652",3652,2,2022,2022-09-14,"BSM",1,2,"S","S1",4,"2",16,NA,"Sph cf",0,0,0.01,0,0
"3653",3653,2,2022,2022-09-14,"BSM",1,2,"S","S2",1,"3",20,NA,"Sph ang",9,0.45,9,9,9
"3654",3654,2,2022,2022-09-14,"BSM",1,2,"S","S2",1,"3",20,NA,"Sph cap",6,0.3,6,6,6
"3655",3655,2,2022,2022-09-14,"BSM",1,2,"S","S2",1,"3",20,NA,"Sph ten",4,0.2,4,4,4
"3656",3656,2,2022,2022-09-14,"BSM",1,2,"S","S2",1,"3",20,NA,"Sph pap",1,0.05,1,1,1
"3657",3657,2,2022,2022-09-14,"BSM",1,2,"S","S2",1,"3",20,NA,"Sph div",0,0,0.01,0,0
"3658",3658,2,2022,2022-09-14,"BSM",1,2,"S","S2",1,"3",20,NA,"Sph rus",0,0,0.01,0,0
"3659",3659,2,2022,2022-09-14,"BSM",1,2,"S","S2",1,"3",20,NA,"Sph com",0,0,0.01,0,0
"3660",3660,2,2022,2022-09-14,"BSM",1,2,"S","S2",1,"3",20,NA,"Sph maj",0,0,0.01,0,0
"3661",3661,2,2022,2022-09-14,"BSM",1,2,"S","S2",1,"3",20,NA,"Sph bal",0,0,0.01,0,0
"3662",3662,2,2022,2022-09-14,"BSM",1,2,"S","S2",1,"3",20,NA,"Sph rip",0,0,0.01,0,0
"3663",3663,2,2022,2022-09-14,"BSM",1,2,"S","S2",1,"3",20,NA,"Sph cf",0,0,0.01,0,0
"3664",3664,2,2022,2022-09-14,"BSM",1,2,"S","S2",2,"1",50,NA,"Sph ang",25,0.5,25,25,25
"3665",3665,2,2022,2022-09-14,"BSM",1,2,"S","S2",2,"1",50,NA,"Sph cap",12,0.24,12,12,12
"3666",3666,2,2022,2022-09-14,"BSM",1,2,"S","S2",2,"1",50,NA,"Sph ten",5,0.1,5,5,5
"3667",3667,2,2022,2022-09-14,"BSM",1,2,"S","S2",2,"1",50,NA,"Sph pap",8,0.16,8,8,8
"3668",3668,2,2022,2022-09-14,"BSM",1,2,"S","S2",2,"1",50,NA,"Sph div",0,0,0.01,0,0
"3669",3669,2,2022,2022-09-14,"BSM",1,2,"S","S2",2,"1",50,NA,"Sph rus",0,0,0.01,0,0
"3670",3670,2,2022,2022-09-14,"BSM",1,2,"S","S2",2,"1",50,NA,"Sph com",0,0,0.01,0,0
"3671",3671,2,2022,2022-09-14,"BSM",1,2,"S","S2",2,"1",50,NA,"Sph maj",0,0,0.01,0,0
"3672",3672,2,2022,2022-09-14,"BSM",1,2,"S","S2",2,"1",50,NA,"Sph bal",0,0,0.01,0,0
"3673",3673,2,2022,2022-09-14,"BSM",1,2,"S","S2",2,"1",50,NA,"Sph rip",0,0,0.01,0,0
"3674",3674,2,2022,2022-09-14,"BSM",1,2,"S","S2",2,"1",50,NA,"Sph cf",0,0,0.01,0,0
"3675",3675,2,2022,2022-09-14,"BSM",1,2,"S","S2",3,"1",30,NA,"Sph ang",12,0.4,12,12,12
"3676",3676,2,2022,2022-09-14,"BSM",1,2,"S","S2",3,"1",30,NA,"Sph cap",13,0.433333333333333,13,13,13
"3677",3677,2,2022,2022-09-14,"BSM",1,2,"S","S2",3,"1",30,NA,"Sph ten",2,0.0666666666666667,2,2,2
"3678",3678,2,2022,2022-09-14,"BSM",1,2,"S","S2",3,"1",30,NA,"Sph pap",3,0.1,3,3,3
"3679",3679,2,2022,2022-09-14,"BSM",1,2,"S","S2",3,"1",30,NA,"Sph div",0,0,0.01,0,0
"3680",3680,2,2022,2022-09-14,"BSM",1,2,"S","S2",3,"1",30,NA,"Sph rus",0,0,0.01,0,0
"3681",3681,2,2022,2022-09-14,"BSM",1,2,"S","S2",3,"1",30,NA,"Sph com",0,0,0.01,0,0
"3682",3682,2,2022,2022-09-14,"BSM",1,2,"S","S2",3,"1",30,NA,"Sph maj",0,0,0.01,0,0
"3683",3683,2,2022,2022-09-14,"BSM",1,2,"S","S2",3,"1",30,NA,"Sph bal",0,0,0.01,0,0
"3684",3684,2,2022,2022-09-14,"BSM",1,2,"S","S2",3,"1",30,NA,"Sph rip",0,0,0.01,0,0
"3685",3685,2,2022,2022-09-14,"BSM",1,2,"S","S2",3,"1",30,NA,"Sph cf",0,0,0.01,0,0
"3686",3686,2,2022,2022-09-14,"BSM",1,2,"S","S2",4,"2",35,NA,"Sph ang",17,0.485714285714286,17,17,17
"3687",3687,2,2022,2022-09-14,"BSM",1,2,"S","S2",4,"2",35,NA,"Sph cap",10,0.285714285714286,10,10,10
"3688",3688,2,2022,2022-09-14,"BSM",1,2,"S","S2",4,"2",35,NA,"Sph ten",3,0.0857142857142857,3,3,3
"3689",3689,2,2022,2022-09-14,"BSM",1,2,"S","S2",4,"2",35,NA,"Sph pap",5,0.142857142857143,5,5,5
"3690",3690,2,2022,2022-09-14,"BSM",1,2,"S","S2",4,"2",35,NA,"Sph div",0,0,0.01,0,0
"3691",3691,2,2022,2022-09-14,"BSM",1,2,"S","S2",4,"2",35,NA,"Sph rus",0,0,0.01,0,0
"3692",3692,2,2022,2022-09-14,"BSM",1,2,"S","S2",4,"2",35,NA,"Sph com",0,0,0.01,0,0
"3693",3693,2,2022,2022-09-14,"BSM",1,2,"S","S2",4,"2",35,NA,"Sph maj",0,0,0.01,0,0
"3694",3694,2,2022,2022-09-14,"BSM",1,2,"S","S2",4,"2",35,NA,"Sph bal",0,0,0.01,0,0
"3695",3695,2,2022,2022-09-14,"BSM",1,2,"S","S2",4,"2",35,NA,"Sph rip",0,0,0.01,0,0
"3696",3696,2,2022,2022-09-14,"BSM",1,2,"S","S2",4,"2",35,NA,"Sph cf",0,0,0.01,0,0
"3697",3697,2,2022,2022-09-14,"BSM",1,3,"S","S1",1,"2",50,NA,"Sph ang",22,0.44,22,22,22
"3698",3698,2,2022,2022-09-14,"BSM",1,3,"S","S1",1,"2",50,NA,"Sph cap",20,0.4,20,20,20
"3699",3699,2,2022,2022-09-14,"BSM",1,3,"S","S1",1,"2",50,NA,"Sph ten",3,0.06,3,3,3
"3700",3700,2,2022,2022-09-14,"BSM",1,3,"S","S1",1,"2",50,NA,"Sph pap",5,0.1,5,5,5
"3701",3701,2,2022,2022-09-14,"BSM",1,3,"S","S1",1,"2",50,NA,"Sph div",0,0,0.01,0,0
"3702",3702,2,2022,2022-09-14,"BSM",1,3,"S","S1",1,"2",50,NA,"Sph rus",0,0,0.01,0,0
"3703",3703,2,2022,2022-09-14,"BSM",1,3,"S","S1",1,"2",50,NA,"Sph com",0,0,0.01,0,0
"3704",3704,2,2022,2022-09-14,"BSM",1,3,"S","S1",1,"2",50,NA,"Sph maj",0,0,0.01,0,0
"3705",3705,2,2022,2022-09-14,"BSM",1,3,"S","S1",1,"2",50,NA,"Sph bal",0,0,0.01,0,0
"3706",3706,2,2022,2022-09-14,"BSM",1,3,"S","S1",1,"2",50,NA,"Sph rip",0,0,0.01,0,0
"3707",3707,2,2022,2022-09-14,"BSM",1,3,"S","S1",1,"2",50,NA,"Sph cf",0,0,0.01,0,0
"3708",3708,2,2022,2022-09-14,"BSM",1,3,"S","S1",2,"2",50,NA,"Sph ang",25,0.5,25,25,25
"3709",3709,2,2022,2022-09-14,"BSM",1,3,"S","S1",2,"2",50,NA,"Sph cap",15,0.3,15,15,15
"3710",3710,2,2022,2022-09-14,"BSM",1,3,"S","S1",2,"2",50,NA,"Sph ten",5,0.1,5,5,5
"3711",3711,2,2022,2022-09-14,"BSM",1,3,"S","S1",2,"2",50,NA,"Sph pap",5,0.1,5,5,5
"3712",3712,2,2022,2022-09-14,"BSM",1,3,"S","S1",2,"2",50,NA,"Sph div",0,0,0.01,0,0
"3713",3713,2,2022,2022-09-14,"BSM",1,3,"S","S1",2,"2",50,NA,"Sph rus",0,0,0.01,0,0
"3714",3714,2,2022,2022-09-14,"BSM",1,3,"S","S1",2,"2",50,NA,"Sph com",0,0,0.01,0,0
"3715",3715,2,2022,2022-09-14,"BSM",1,3,"S","S1",2,"2",50,NA,"Sph maj",0,0,0.01,0,0
"3716",3716,2,2022,2022-09-14,"BSM",1,3,"S","S1",2,"2",50,NA,"Sph bal",0,0,0.01,0,0
"3717",3717,2,2022,2022-09-14,"BSM",1,3,"S","S1",2,"2",50,NA,"Sph rip",0,0,0.01,0,0
"3718",3718,2,2022,2022-09-14,"BSM",1,3,"S","S1",2,"2",50,NA,"Sph cf",0,0,0.01,0,0
"3719",3719,2,2022,2022-09-14,"BSM",1,3,"S","S1",3,"1",60,NA,"Sph ang",10,0.166666666666667,10,10,10
"3720",3720,2,2022,2022-09-14,"BSM",1,3,"S","S1",3,"1",60,NA,"Sph cap",15,0.25,15,15,15
"3721",3721,2,2022,2022-09-14,"BSM",1,3,"S","S1",3,"1",60,NA,"Sph ten",10,0.166666666666667,10,10,10
"3722",3722,2,2022,2022-09-14,"BSM",1,3,"S","S1",3,"1",60,NA,"Sph pap",25,0.416666666666667,25,25,25
"3723",3723,2,2022,2022-09-14,"BSM",1,3,"S","S1",3,"1",60,NA,"Sph div",0,0,0.01,0,0
"3724",3724,2,2022,2022-09-14,"BSM",1,3,"S","S1",3,"1",60,NA,"Sph rus",0,0,0.01,0,0
"3725",3725,2,2022,2022-09-14,"BSM",1,3,"S","S1",3,"1",60,NA,"Sph com",0,0,0.01,0,0
"3726",3726,2,2022,2022-09-14,"BSM",1,3,"S","S1",3,"1",60,NA,"Sph maj",0,0,0.01,0,0
"3727",3727,2,2022,2022-09-14,"BSM",1,3,"S","S1",3,"1",60,NA,"Sph bal",0,0,0.01,0,0
"3728",3728,2,2022,2022-09-14,"BSM",1,3,"S","S1",3,"1",60,NA,"Sph rip",0,0,0.01,0,0
"3729",3729,2,2022,2022-09-14,"BSM",1,3,"S","S1",3,"1",60,NA,"Sph cf",0,0,0.01,0,0
"3730",3730,2,2022,2022-09-14,"BSM",1,3,"S","S1",4,"1",10,NA,"Sph ang",0,0,0.01,0,0
"3731",3731,2,2022,2022-09-14,"BSM",1,3,"S","S1",4,"1",10,NA,"Sph cap",0,0,0.01,0,0
"3732",3732,2,2022,2022-09-14,"BSM",1,3,"S","S1",4,"1",10,NA,"Sph ten",6,0.6,6,6,6
"3733",3733,2,2022,2022-09-14,"BSM",1,3,"S","S1",4,"1",10,NA,"Sph pap",4,0.4,4,4,4
"3734",3734,2,2022,2022-09-14,"BSM",1,3,"S","S1",4,"1",10,NA,"Sph div",0,0,0.01,0,0
"3735",3735,2,2022,2022-09-14,"BSM",1,3,"S","S1",4,"1",10,NA,"Sph rus",0,0,0.01,0,0
"3736",3736,2,2022,2022-09-14,"BSM",1,3,"S","S1",4,"1",10,NA,"Sph com",0,0,0.01,0,0
"3737",3737,2,2022,2022-09-14,"BSM",1,3,"S","S1",4,"1",10,NA,"Sph maj",0,0,0.01,0,0
"3738",3738,2,2022,2022-09-14,"BSM",1,3,"S","S1",4,"1",10,NA,"Sph bal",0,0,0.01,0,0
"3739",3739,2,2022,2022-09-14,"BSM",1,3,"S","S1",4,"1",10,NA,"Sph rip",0,0,0.01,0,0
"3740",3740,2,2022,2022-09-14,"BSM",1,3,"S","S1",4,"1",10,NA,"Sph cf",0,0,0.01,0,0
"3741",3741,2,2022,2022-09-14,"BSM",1,3,"S","S2",1,"2",50,NA,"Sph ang",20,0.4,20,20,20
"3742",3742,2,2022,2022-09-14,"BSM",1,3,"S","S2",1,"2",50,NA,"Sph cap",15,0.3,15,15,15
"3743",3743,2,2022,2022-09-14,"BSM",1,3,"S","S2",1,"2",50,NA,"Sph ten",7,0.14,7,7,7
"3744",3744,2,2022,2022-09-14,"BSM",1,3,"S","S2",1,"2",50,NA,"Sph pap",8,0.16,8,8,8
"3745",3745,2,2022,2022-09-14,"BSM",1,3,"S","S2",1,"2",50,NA,"Sph div",0,0,0.01,0,0
"3746",3746,2,2022,2022-09-14,"BSM",1,3,"S","S2",1,"2",50,NA,"Sph rus",0,0,0.01,0,0
"3747",3747,2,2022,2022-09-14,"BSM",1,3,"S","S2",1,"2",50,NA,"Sph com",0,0,0.01,0,0
"3748",3748,2,2022,2022-09-14,"BSM",1,3,"S","S2",1,"2",50,NA,"Sph maj",0,0,0.01,0,0
"3749",3749,2,2022,2022-09-14,"BSM",1,3,"S","S2",1,"2",50,NA,"Sph bal",0,0,0.01,0,0
"3750",3750,2,2022,2022-09-14,"BSM",1,3,"S","S2",1,"2",50,NA,"Sph rip",0,0,0.01,0,0
"3751",3751,2,2022,2022-09-14,"BSM",1,3,"S","S2",1,"2",50,NA,"Sph cf",0,0,0.01,0,0
"3752",3752,2,2022,2022-09-14,"BSM",1,3,"S","S2",2,"1",10,"vann","Sph ang",0,0,0.01,0,0
"3753",3753,2,2022,2022-09-14,"BSM",1,3,"S","S2",2,"1",10,"vann","Sph cap",0,0,0.01,0,0
"3754",3754,2,2022,2022-09-14,"BSM",1,3,"S","S2",2,"1",10,"vann","Sph ten",0,0,0.01,0,0
"3755",3755,2,2022,2022-09-14,"BSM",1,3,"S","S2",2,"1",10,"vann","Sph pap",2,0.2,2,2,2
"3756",3756,2,2022,2022-09-14,"BSM",1,3,"S","S2",2,"1",10,"vann","Sph div",0,0,0.01,0,0
"3757",3757,2,2022,2022-09-14,"BSM",1,3,"S","S2",2,"1",10,"vann","Sph rus",0,0,0.01,0,0
"3758",3758,2,2022,2022-09-14,"BSM",1,3,"S","S2",2,"1",10,"vann","Sph com",0,0,0.01,0,0
"3759",3759,2,2022,2022-09-14,"BSM",1,3,"S","S2",2,"1",10,"vann","Sph maj",0,0,0.01,0,0
"3760",3760,2,2022,2022-09-14,"BSM",1,3,"S","S2",2,"1",10,"vann","Sph bal",0,0,0.01,0,0
"3761",3761,2,2022,2022-09-14,"BSM",1,3,"S","S2",2,"1",10,"vann","Sph rip",0,0,0.01,0,0
"3762",3762,2,2022,2022-09-14,"BSM",1,3,"S","S2",2,"1",10,"vann","Sph cf",8,0.8,8,8,8
"3763",3763,2,2022,2022-09-14,"BSM",1,3,"S","S2",3,"2",24,NA,"Sph ang",15,0.625,15,15,15
"3764",3764,2,2022,2022-09-14,"BSM",1,3,"S","S2",3,"2",24,NA,"Sph cap",2,0.0833333333333333,2,2,2
"3765",3765,2,2022,2022-09-14,"BSM",1,3,"S","S2",3,"2",24,NA,"Sph ten",2,0.0833333333333333,2,2,2
"3766",3766,2,2022,2022-09-14,"BSM",1,3,"S","S2",3,"2",24,NA,"Sph pap",0,0,0.01,0,0
"3767",3767,2,2022,2022-09-14,"BSM",1,3,"S","S2",3,"2",24,NA,"Sph div",0,0,0.01,0,0
"3768",3768,2,2022,2022-09-14,"BSM",1,3,"S","S2",3,"2",24,NA,"Sph rus",0,0,0.01,0,0
"3769",3769,2,2022,2022-09-14,"BSM",1,3,"S","S2",3,"2",24,NA,"Sph com",0,0,0.01,0,0
"3770",3770,2,2022,2022-09-14,"BSM",1,3,"S","S2",3,"2",24,NA,"Sph maj",0,0,0.01,0,0
"3771",3771,2,2022,2022-09-14,"BSM",1,3,"S","S2",3,"2",24,NA,"Sph bal",5,0.208333333333333,5,5,5
"3772",3772,2,2022,2022-09-14,"BSM",1,3,"S","S2",3,"2",24,NA,"Sph rip",0,0,0.01,0,0
"3773",3773,2,2022,2022-09-14,"BSM",1,3,"S","S2",3,"2",24,NA,"Sph cf",0,0,0.01,0,0
"3774",3774,2,2022,2022-09-14,"BSM",1,3,"S","S2",4,"2",35,NA,"Sph ang",10,0.285714285714286,10,10,10
"3775",3775,2,2022,2022-09-14,"BSM",1,3,"S","S2",4,"2",35,NA,"Sph cap",10,0.285714285714286,10,10,10
"3776",3776,2,2022,2022-09-14,"BSM",1,3,"S","S2",4,"2",35,NA,"Sph ten",2,0.0571428571428571,2,2,2
"3777",3777,2,2022,2022-09-14,"BSM",1,3,"S","S2",4,"2",35,NA,"Sph pap",8,0.228571428571429,8,8,8
"3778",3778,2,2022,2022-09-14,"BSM",1,3,"S","S2",4,"2",35,NA,"Sph div",0,0,0.01,0,0
"3779",3779,2,2022,2022-09-14,"BSM",1,3,"S","S2",4,"2",35,NA,"Sph rus",0,0,0.01,0,0
"3780",3780,2,2022,2022-09-14,"BSM",1,3,"S","S2",4,"2",35,NA,"Sph com",0,0,0.01,0,0
"3781",3781,2,2022,2022-09-14,"BSM",1,3,"S","S2",4,"2",35,NA,"Sph maj",0,0,0.01,0,0
"3782",3782,2,2022,2022-09-14,"BSM",1,3,"S","S2",4,"2",35,NA,"Sph bal",5,0.142857142857143,5,5,5
"3783",3783,2,2022,2022-09-14,"BSM",1,3,"S","S2",4,"2",35,NA,"Sph rip",0,0,0.01,0,0
"3784",3784,2,2022,2022-09-14,"BSM",1,3,"S","S2",4,"2",35,NA,"Sph cf",0,0,0.01,0,0
"3785",3785,2,2022,2022-09-14,"BSM",1,4,"S","S1",1,"2",18,NA,"Sph ang",7,0.388888888888889,7,7,7
"3786",3786,2,2022,2022-09-14,"BSM",1,4,"S","S1",1,"2",18,NA,"Sph cap",4,0.222222222222222,4,4,4
"3787",3787,2,2022,2022-09-14,"BSM",1,4,"S","S1",1,"2",18,NA,"Sph ten",1,0.0555555555555556,1,1,1
"3788",3788,2,2022,2022-09-14,"BSM",1,4,"S","S1",1,"2",18,NA,"Sph pap",6,0.333333333333333,6,6,6
"3789",3789,2,2022,2022-09-14,"BSM",1,4,"S","S1",1,"2",18,NA,"Sph div",0,0,0.01,0,0
"3790",3790,2,2022,2022-09-14,"BSM",1,4,"S","S1",1,"2",18,NA,"Sph rus",0,0,0.01,0,0
"3791",3791,2,2022,2022-09-14,"BSM",1,4,"S","S1",1,"2",18,NA,"Sph com",0,0,0.01,0,0
"3792",3792,2,2022,2022-09-14,"BSM",1,4,"S","S1",1,"2",18,NA,"Sph maj",0,0,0.01,0,0
"3793",3793,2,2022,2022-09-14,"BSM",1,4,"S","S1",1,"2",18,NA,"Sph bal",0,0,0.01,0,0
"3794",3794,2,2022,2022-09-14,"BSM",1,4,"S","S1",1,"2",18,NA,"Sph rip",0,0,0.01,0,0
"3795",3795,2,2022,2022-09-14,"BSM",1,4,"S","S1",1,"2",18,NA,"Sph cf",0,0,0.01,0,0
"3796",3796,2,2022,2022-09-14,"BSM",1,4,"S","S1",2,"1",15,NA,"Sph ang",5,0.333333333333333,5,5,5
"3797",3797,2,2022,2022-09-14,"BSM",1,4,"S","S1",2,"1",15,NA,"Sph cap",5,0.333333333333333,5,5,5
"3798",3798,2,2022,2022-09-14,"BSM",1,4,"S","S1",2,"1",15,NA,"Sph ten",1,0.0666666666666667,1,1,1
"3799",3799,2,2022,2022-09-14,"BSM",1,4,"S","S1",2,"1",15,NA,"Sph pap",3,0.2,3,3,3
"3800",3800,2,2022,2022-09-14,"BSM",1,4,"S","S1",2,"1",15,NA,"Sph div",0,0,0.01,0,0
"3801",3801,2,2022,2022-09-14,"BSM",1,4,"S","S1",2,"1",15,NA,"Sph rus",0,0,0.01,0,0
"3802",3802,2,2022,2022-09-14,"BSM",1,4,"S","S1",2,"1",15,NA,"Sph com",0,0,0.01,0,0
"3803",3803,2,2022,2022-09-14,"BSM",1,4,"S","S1",2,"1",15,NA,"Sph maj",0,0,0.01,0,0
"3804",3804,2,2022,2022-09-14,"BSM",1,4,"S","S1",2,"1",15,NA,"Sph bal",1,0.0666666666666667,1,1,1
"3805",3805,2,2022,2022-09-14,"BSM",1,4,"S","S1",2,"1",15,NA,"Sph rip",0,0,0.01,0,0
"3806",3806,2,2022,2022-09-14,"BSM",1,4,"S","S1",2,"1",15,NA,"Sph cf",0,0,0.01,0,0
"3807",3807,2,2022,2022-09-14,"BSM",1,4,"S","S1",3,"2",16,NA,"Sph ang",7,0.4375,7,7,7
"3808",3808,2,2022,2022-09-14,"BSM",1,4,"S","S1",3,"2",16,NA,"Sph cap",6,0.375,6,6,6
"3809",3809,2,2022,2022-09-14,"BSM",1,4,"S","S1",3,"2",16,NA,"Sph ten",1,0.0625,1,1,1
"3810",3810,2,2022,2022-09-14,"BSM",1,4,"S","S1",3,"2",16,NA,"Sph pap",2,0.125,2,2,2
"3811",3811,2,2022,2022-09-14,"BSM",1,4,"S","S1",3,"2",16,NA,"Sph div",0,0,0.01,0,0
"3812",3812,2,2022,2022-09-14,"BSM",1,4,"S","S1",3,"2",16,NA,"Sph rus",0,0,0.01,0,0
"3813",3813,2,2022,2022-09-14,"BSM",1,4,"S","S1",3,"2",16,NA,"Sph com",0,0,0.01,0,0
"3814",3814,2,2022,2022-09-14,"BSM",1,4,"S","S1",3,"2",16,NA,"Sph maj",0,0,0.01,0,0
"3815",3815,2,2022,2022-09-14,"BSM",1,4,"S","S1",3,"2",16,NA,"Sph bal",0,0,0.01,0,0
"3816",3816,2,2022,2022-09-14,"BSM",1,4,"S","S1",3,"2",16,NA,"Sph rip",0,0,0.01,0,0
"3817",3817,2,2022,2022-09-14,"BSM",1,4,"S","S1",3,"2",16,NA,"Sph cf",0,0,0.01,0,0
"3818",3818,2,2022,2022-09-14,"BSM",1,4,"S","S1",4,"2",13,NA,"Sph ang",5,0.384615384615385,5,5,5
"3819",3819,2,2022,2022-09-14,"BSM",1,4,"S","S1",4,"2",13,NA,"Sph cap",5,0.384615384615385,5,5,5
"3820",3820,2,2022,2022-09-14,"BSM",1,4,"S","S1",4,"2",13,NA,"Sph ten",3,0.230769230769231,3,3,3
"3821",3821,2,2022,2022-09-14,"BSM",1,4,"S","S1",4,"2",13,NA,"Sph pap",0,0,0.01,0,0
"3822",3822,2,2022,2022-09-14,"BSM",1,4,"S","S1",4,"2",13,NA,"Sph div",0,0,0.01,0,0
"3823",3823,2,2022,2022-09-14,"BSM",1,4,"S","S1",4,"2",13,NA,"Sph rus",0,0,0.01,0,0
"3824",3824,2,2022,2022-09-14,"BSM",1,4,"S","S1",4,"2",13,NA,"Sph com",0,0,0.01,0,0
"3825",3825,2,2022,2022-09-14,"BSM",1,4,"S","S1",4,"2",13,NA,"Sph maj",0,0,0.01,0,0
"3826",3826,2,2022,2022-09-14,"BSM",1,4,"S","S1",4,"2",13,NA,"Sph bal",0,0,0.01,0,0
"3827",3827,2,2022,2022-09-14,"BSM",1,4,"S","S1",4,"2",13,NA,"Sph rip",0,0,0.01,0,0
"3828",3828,2,2022,2022-09-14,"BSM",1,4,"S","S1",4,"2",13,NA,"Sph cf",0,0,0.01,0,0
